Created Date Time,Last Update Date Time,Test Name,Application Name,Application Version,Library Version,Sales Order Number,System Serial Number,Control Group Number,Axis Identifier,Custom Identifier,Model Number,Controller Family,Board Type,Hardware Revision,Peak Current,Firmware Version,Part Number,Counts Per Unit,Feedback Type,Multiplication Factor,Backlash,Home Offset,Home Direction,Motion Direction,User Units,Error Units,Step Size,Test Length,Calibration Status,Total Accuracy,Forward Accuracy,Reverse Accuracy,Average Accuracy,Repeatability,Forward Repeatability,Reverse Repeatability,Average Repeatability,Mean Reversal Error,Total Tilt Error Motion,Synchronous Tilt Error Motion,Asynchronous Tilt Error Motion,Master Axis Start Position,Average Air Temperature,Minimum Air Temperature,Maximum Air Temperature,Air Temperature Units,Testing Standards,Measurement Equipment Ids,Iterations,Is Bidirectional,Test Date Time,Aborted,User Name,Motion Option,Comment,Is Final Test,Is Verification,Is Pilgrim,Stage Serial Number,Yaw Total Accuracy,Yaw Forward Accuracy,Yaw Reverse Accuracy,Yaw Average Accuracy,Yaw Repeatability,Yaw Forward Repeatability,Yaw Reverse Repeatability,Yaw Average Repeatability,Yaw Mean Reversal Error,Pitch Total Accuracy,Pitch Forward Accuracy,Pitch Reverse Accuracy,Pitch Average Accuracy,Pitch Repeatability,Pitch Forward Repeatability,Pitch Reverse Repeatability,Pitch Average Repeatability,Pitch Mean Reversal Error,Average Material Temperature,Average Atmospheric Pressure,Average Humidity,Optics Location,Test Payload,Test Orientation,Roll Total Accuracy,Roll Forward Accuracy,Roll Reverse Accuracy,Roll Average Accuracy,Roll Repeatability,Roll Forward Repeatability,Roll Reverse Repeatability,Roll Average Repeatability,Roll Mean Reversal Error
5/5/2025 8:22,5/5/2025 8:22,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,X,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,-1.681,W,-1,mm,UmAsec,5,500,FALSE,189999.991,,,,,,,,,,,,,20.836,,,C,Aerotech,5397,1,FALSE,5/5/2025 8:18,Stopped,cdelsignore,Direct,,,FALSE,FALSE,512641-01,0.066,,,,,,,,,0.036,,,,,,,,,20.688,734.312,55.244,50 mm above Z TT,Z+5 kg,UpperAxis,∞,,,,,,,,
5/5/2025 10:21,5/5/2025 10:21,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Y,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,4.3315,W,-1,mm,UmAsec,10,500,FALSE,1.451,,,,0.608,,,,,,,,,20.672,,,C,Aerotech,5397,1,FALSE,5/5/2025 10:21,Errored,cdelsignore,Direct,,,TRUE,TRUE,512641-01,5.753,,,,0.546,,,,,63.222,,,,0.449,,,,,20.828,734.462,58.058,50 mm above Z TT,Z+5 kg,UpperAxis,22.434,,,,0.319,,,,
5/5/2025 11:13,5/5/2025 11:13,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Y,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,4.3315,W,-1,mm,UmAsec,5,500,FALSE,180089.144,,,,,,,,,,,,,20.734,,,C,Aerotech,5397,1,FALSE,5/5/2025 11:02,Stopped,cdelsignore,Direct,,,FALSE,FALSE,512641-01,3.763,,,,,,,,,77.543,,,,,,,,,20.82,734.462,59.125,50 mm above Z TT,Z+5 kg,UpperAxis,19.986,,,,,,,,
5/5/2025 11:39,5/5/2025 11:39,Angular,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Y,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,4.3315,W,-1,mm,UmAsec,10,500,FALSE,1.51,,,,1.227,,,,,,,,,20.711,,,C,Aerotech,5397,1,FALSE,5/5/2025 11:27,Errored,cdelsignore,Direct,,,TRUE,FALSE,512641-01,5.724,,,,0.933,,,,,62.266,,,,1.141,,,,,20.813,734.312,59.385,50 mm above Z TT,Z+5 kg,UpperAxis,NaN,,,,NaN,,,,
5/5/2025 13:18,5/5/2025 13:18,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Y,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,4.3315,W,-1,mm,UmAsec,10,500,FALSE,1.935,,,,0.309,,,,,,,,,20.641,,,C,Aerotech,5397,1,FALSE,5/5/2025 13:18,Errored,cdelsignore,Direct,,,TRUE,FALSE,512641-01,5.874,,,,0.815,,,,,61.452,,,,0.566,,,,,20.742,733.862,60.159,50 mm above Z TT,Z+5 kg,UpperAxis,∞,,,,NaN,,,,
5/5/2025 13:19,5/5/2025 13:19,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Y,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,4.3315,W,-1,mm,UmAsec,10,500,FALSE,1.935,,,,0.309,,,,,,,,,20.641,,,C,Aerotech,5397,1,FALSE,5/5/2025 13:19,Errored,cdelsignore,Direct,,,TRUE,FALSE,512641-01,5.874,,,,0.815,,,,,61.452,,,,0.566,,,,,20.742,733.862,60.159,50 mm above Z TT,Z+5 kg,UpperAxis,∞,,,,NaN,,,,
5/5/2025 13:20,5/5/2025 13:20,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Y,,PRO190LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO190LM--0500-E1,1000000,Encoder Multiplier,20000,0,4.3315,W,-1,mm,UmAsec,10,500,FALSE,1.935,,,,0.309,,,,,,,,,20.641,,,C,Aerotech,5397,1,FALSE,5/5/2025 13:20,Errored,cdelsignore,Direct,,,TRUE,FALSE,512641-01,5.874,,,,0.815,,,,,61.452,,,,0.566,,,,,20.742,733.862,60.159,50 mm above Z TT,Z+5 kg,UpperAxis,∞,,,,NaN,,,,
5/6/2025 9:54,5/6/2025 9:54,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Z,,PRO165SV,A3200,XR3 XSP3,-,20,6.4.9.8,PRO165SV-E1,1005200,Encoder Multiplier,200,0,-3.4228,C,1,mm,UmAsec,0.5,20,FALSE,2.646,,,,,,,,,,,,,20.531,,,C,Aerotech,5397,1,FALSE,5/6/2025 9:52,Stopped,cdelsignore,Direct,,,FALSE,FALSE,512629-01,4.088,,,,,,,,,7.592,,,,,,,,,20.68,735.513,51.746,50 mm above Z TT,5 kg,Vertical,5.369,,,,,,,,
5/6/2025 9:57,5/6/2025 9:57,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642925,1,1,Z,,PRO165SV,A3200,XR3 XSP3,-,20,6.4.9.8,PRO165SV-E1,1005200,Encoder Multiplier,200,0,-3.4228,C,1,mm,UmAsec,0.5,20,FALSE,2.294,,,,,,,,,,,,,20.516,,,C,Aerotech,5397,1,FALSE,5/6/2025 9:55,Stopped,cdelsignore,Direct,,,FALSE,FALSE,512629-01,3.791,,,,,,,,,7.704,,,,,,,,,20.672,735.513,52.322,50 mm above Z TT,5 kg,Vertical,4.594,,,,,,,,
5/6/2025 13:25,5/6/2025 13:25,SixDegree,Linear Calibrator 6D,3.10.0.33,6.4.9.8,642956,1,1,ZZ,,ANT130LZS,A3200,XR3 XSP3,-,20,6.4.9.8,ANT130LZS-060,1000000,Encoder Multiplier,20000,0,30.17345,W,-1,mm,UmAsec,5,60,TRUE,2.676,,,,0.611,,,,,,,,,19.469,,,C,Aerotech,5058,1,FALSE,5/6/2025 13:25,Stopped,atempalski,Direct,,,TRUE,TRUE,513070-02,116.687,,,,0.643,,,,,15.073,,,,0.8,,,,,19.875,734.912,53.315,ZZ + 16 - 70.9 + 217.3,3 KG,Vertical,151.6,,,,0.346,,,,
5/12/2025 10:42,5/12/2025 10:42,SixDegree,Linear Calibrator 6D,3.10.0.33,5.6.1.8,642247,1,1,T_FR_Z,,,Ensemble,MP,D,10,5.6.1.8,ANT95L-075-ES20094,50000,Encoder Multiplier,1000,0,37.92,W,-1,mm,UmAsec,5,75,FALSE,3.472,,,,0.548,,,,,,,,,20.188,,,C,Aerotech,5058,1,TRUE,5/12/2025 10:39,Stopped,atempalski,Direct,,,FALSE,TRUE,510680-01,0.903,,,,0.259,,,,,14.235,,,,0.375,,,,,20.172,739.563,54.76,PER APPROVAL DRAWING,1.5 KG,Vertical,2.94,,,,0.154,,,,
5/12/2025 11:13,5/12/2025 11:13,Accuracy,Linear Calibrator 6D,3.10.0.33,5.6.1.8,642247,1,1,T_FR_Z,,,Ensemble,MP,D,10,5.6.1.8,ANT95L-075-ES20094,50000,Encoder Multiplier,1000,0,37.92,W,-1,mm,UmAsec,5,75,FALSE,9.599,,,,2.424,,,,,,,,,20.281,,,C,Aerotech,5058,1,TRUE,5/12/2025 11:06,Stopped,atempalski,Direct,,,FALSE,TRUE,510680-01,1.567,,,,0.421,,,,,38.27,,,,0.527,,,,,20.219,739.263,53.936,PER APPROVAL DRAWING,1.5 KG,Vertical,8.987,,,,0.164,,,,
5/12/2025 11:16,5/12/2025 11:16,SixDegree,Linear Calibrator 6D,3.10.0.33,5.6.1.8,642247,1,1,T_FR_Z,,,Ensemble,MP,D,10,5.6.1.8,ANT95L-075-ES20094,50000,Encoder Multiplier,1000,0,37.92,W,-1,mm,UmAsec,5,75,FALSE,6.847,,,,4.471,,,,,,,,,20.289,,,C,Aerotech,5058,1,TRUE,5/12/2025 11:13,Stopped,atempalski,Direct,,,FALSE,TRUE,510680-01,1.221,,,,0.19,,,,,17.658,,,,0.45,,,,,20.234,739.263,53.935,PER APPROVAL DRAWING,1.5 KG,Vertical,3.869,,,,0.192,,,,
5/13/2025 12:17,5/13/2025 12:17,SixDegree,Linear Calibrator 6D,2.16.0.0,6.4.9.8,642954,1,1,X,,PRO225LM,A3200,XR3 XSP3,-,20,6.4.9.8,PRO225LM-0415-ES17293-4,10000,Local Encoder Counter,1,0,-12.27455,W,-1,mm,UmAsec,5,410,FALSE,16.963,,,,,,,,,,,,,20.867,,,C,Aerotech,5397,1,FALSE,5/13/2025 12:09,Errored,gschliffka,Direct,,,FALSE,FALSE,513344-01,9.355,,,,,,,,,4.457,,,,,,,,,20.727,733.862,50.92,Per Approval Drawing,Y + Z + 3kg,LowerAxis,3.61,,,,,,,,
5/14/2025 9:49,5/14/2025 9:49,Accuracy,Linear Calibrator,3.15.2.1,2.10.0,643184,1,1,Strut,,,Automation1,49163,-,10,2.10.0.2427,HEX150-125HL Strut,825000,Incremental Encoder Sine Wave,1000,0,8.156093,C,1,mm,Micron,1.5,16.5,TRUE,0.807,,,,0.298,,,,,,,,,21.048,,,C,Aerotech,2435,1,FALSE,5/14/2025 9:49,Stopped,bmowry,BallScrew,,,TRUE,FALSE,517061-01,,,,,,,,,,,,,,,,,,,20.681,733.168,48.467,Default,None,SingleAxis,,,,,,,,,
5/14/2025 10:34,5/14/2025 10:34,Accuracy,Linear Calibrator,3.15.2.1,2.10.0,643184,1,1,Strut,,,Automation1,49163,-,10,2.10.0.2427,HEX150-125HL Strut,825000,Incremental Encoder Sine Wave,1000,0,7.75039,C,1,mm,Micron,1.5,16.5,FALSE,0.769,,,,0.28,,,,,,,,,20.947,,,C,Aerotech,2435,1,FALSE,5/14/2025 10:34,Stopped,bmowry,BallScrew,,,TRUE,FALSE,517061-02,,,,,,,,,,,,,,,,,,,20.72,733.291,49.031,Default,None,SingleAxis,,,,,,,,,
5/14/2025 12:51,5/14/2025 12:51,Accuracy,Linear Calibrator,3.15.2.1,2.10.0,643184,1,1,Strut,,,Automation1,49163,-,10,2.10.0.2427,HEX150-125HL Strut,825000,Incremental Encoder Sine Wave,1000,0,8.332187,C,1,mm,Micron,0.3,16.5,FALSE,2.359,,,,,,,,,,,,,20.921,,,C,Aerotech,2435,1,FALSE,5/14/2025 12:44,Errored,bmowry,BallScrew,,,FALSE,FALSE,517061-03,,,,,,,,,,,,,,,,,,,20.717,732.593,47.903,Default,None,SingleAxis,,,,,,,,,
5/14/2025 13:54,5/14/2025 13:54,Accuracy,Linear Calibrator,3.15.2.1,2.10.0,643184,1,1,Strut,,,Automation1,49163,-,10,2.10.0.2427,HEX150-125HL Strut,825000,Incremental Encoder Sine Wave,1000,0,7.283281,C,1,mm,Micron,1.5,16.5,TRUE,1.247,,,,0.268,,,,,,,,,20.976,,,C,Aerotech,2435,1,FALSE,5/14/2025 13:54,Stopped,bmowry,BallScrew,,,TRUE,FALSE,517061-04,,,,,,,,,,,,,,,,,,,20.745,732.204,48.843,Default,None,SingleAxis,,,,,,,,,
5/14/2025 15:48,5/14/2025 15:48,Accuracy,Linear Calibrator,3.15.2.1,2.10.0,643184,1,1,Strut,,,Automation1,49163,-,10,2.10.0.2427,HEX150-125HL Strut,825000,Incremental Encoder Sine Wave,1000,0,0,C,1,mm,Micron,1.5,16.5,FALSE,0.564,,,,0.166,,,,,,,,,20.925,,,C,Aerotech,2435,1,FALSE,5/14/2025 15:48,Errored,bmowry,BallScrew,,,TRUE,FALSE,517061-06,,,,,,,,,,,,,,,,,,,20.749,731.896,46.775,Default,None,SingleAxis,,,,,,,,,
5/15/2025 11:33,5/15/2025 11:33,Accuracy,Linear Calibrator,3.15.2.1,2.10.0,643184,1,1,Strut,,,Automation1,49163,-,10,2.10.0.2427,HEX150-125HL,825000,Incremental Encoder Sine Wave,1000,0,8.22914,C,1,mm,Micron,1.5,16.5,TRUE,1.268,,,,0.349,,,,,,,,,20.91,,,C,Aerotech,2435,1,FALSE,5/15/2025 11:32,Stopped,bmowry,BallScrew,,,TRUE,FALSE,517061-02,,,,,,,,,,,,,,,,,,,20.763,731.328,47.339,Default,None,SingleAxis,,,,,,,,,
5/15/2025 14:58,5/15/2025 14:58,SixDegree,Linear Calibrator 6D,2.16.0.0,2.10.0,643660,1,1,Z,,ANT130LZS,Automation1,49163,-,10,2.10.0.2427,ANT130LZS-060-E1,800000,Incremental Encoder Sine Wave,16000,0,-0.203322,C,1,mm,UmAsec,2.5,60,FALSE,2.622,,,,,,,,,,,,,20.82,,,C,Aerotech,5397,1,FALSE,5/15/2025 14:56,Stopped,cdelsignore,Direct,,,FALSE,FALSE,519425-03,1.981,,,,,,,,,6.836,,,,,,,,,20.75,729.962,52.353,25 mm offset Z TT,AGV10HPO,Vertical,5.287,,,,,,,,
5/16/2025 11:33,5/16/2025 11:33,SixDegree,Linear Calibrator 6D,2.16.0.0,2.10.0,643660,1,1,X,,ANT130-XY,Automation1,49165,-,10,2.10.0.2427,ANT130XY-160-E1 (Lower),3250000,Incremental Encoder Sine Wave,65000,0,-0.406453,C,1,mm,UmAsec,2.5,160,FALSE,1.919,,,,,,,,,,,,,20.961,,,C,Aerotech,5397,1,FALSE,5/16/2025 11:28,Stopped,cdelsignore,Direct,,,FALSE,FALSE,520026-01,1.943,,,,,,,,,1.214,,,,,,,,,20.82,728.912,62.631,25 mm above TT,Y+3 kg,LowerAxis,1.594,,,,,,,,
5/16/2025 12:10,5/16/2025 12:10,SixDegree,Linear Calibrator 6D,2.16.0.0,2.10.0,643660,1,1,X,,ANT130-XY,Automation1,49165,-,10,2.10.0.2427,ANT130XY-160-E1 (Lower),3250000,Incremental Encoder Sine Wave,65000,0,-0.406453,C,1,mm,UmAsec,5,160,FALSE,,,,,,,,,,,,,,20.984,,,C,Aerotech,5397,1,FALSE,5/16/2025 12:09,Errored,cdelsignore,Direct,,,TRUE,FALSE,520026-01,,,,,,,,,,,,,,,,,,,20.867,728.912,64.097,25 mm above TT,Y+3 kg,LowerAxis,,,,,,,,,
5/16/2025 12:11,5/16/2025 12:11,SixDegree,Linear Calibrator 6D,2.16.0.0,2.10.0,643660,1,1,X,,ANT130-XY,Automation1,49165,-,10,2.10.0.2427,ANT130XY-160-E1 (Lower),3250000,Incremental Encoder Sine Wave,65000,0,-0.406453,C,1,mm,UmAsec,5,160,FALSE,,,,,,,,,,,,,,20.984,,,C,Aerotech,5397,1,FALSE,5/16/2025 12:11,Errored,cdelsignore,Direct,,,TRUE,FALSE,520026-01,,,,,,,,,,,,,,,,,,,20.867,728.912,64.097,25 mm above TT,Y+3 kg,LowerAxis,,,,,,,,,
5/16/2025 12:15,5/16/2025 12:15,SixDegree,Linear Calibrator 6D,2.16.0.0,2.10.0,643660,1,1,X,,ANT130-XY,Automation1,49165,-,10,2.10.0.2427,ANT130XY-160-E1 (Lower),3250000,Incremental Encoder Sine Wave,65000,0,-0.406453,C,1,mm,UmAsec,5,160,FALSE,,,,,,,,,,,,,,20.984,,,C,Aerotech,5397,1,FALSE,5/16/2025 12:15,Errored,cdelsignore,Direct,,,TRUE,FALSE,520026-01,,,,,,,,,,,,,,,,,,,20.867,728.912,64.097,25 mm above TT,Y+3 kg,LowerAxis,,,,,,,,,
5/16/2025 12:28,5/16/2025 12:28,Accuracy,Linear Calibrator 6D,2.16.0.0,2.10.0,643660,1,1,X,,ANT130-XY,Automation1,49165,-,10,2.10.0.2427,ANT130XY-160-E1,3250000,Incremental Encoder Sine Wave,65000,0,-0.406453,C,1,mm,UmAsec,5,160,FALSE,3.033,,,,,,,,,,,,,21.234,,,C,Aerotech,5397,1,FALSE,5/16/2025 12:24,Errored,cdelsignore,Direct,,,FALSE,FALSE,520026-01,2.516,,,,,,,,,1.543,,,,,,,,,21.016,728.612,64.648,25mm Above TT,3Kg,LowerAxis,2.666,,,,,,,,
